line_id,bill_id,charge_type,description,quantity_kwh,unit_price,amount
1774,BILL-0037-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,900,0.0081,7.32
1775,BILL-0037-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,4.82
1776,BILL-0037-06,taxes,ΦΠΑ (6% + 24%),,,50.24
1777,BILL-0038-01,energy,Χρέωση Ενέργειας - Προμήθεια,640,0.0908,58.11
1778,BILL-0038-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),640,0.0293,18.75
1779,BILL-0038-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),640,0.0092,5.88
1780,BILL-0038-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,640,0.0141,9.01
1781,BILL-0038-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,640,0.0078,4.96
1782,BILL-0038-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,640,0.0086,5.51
1783,BILL-0038-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.64
1784,BILL-0038-01,taxes,ΦΠΑ (6% + 24%),,,36.83
1785,BILL-0038-02,energy,Χρέωση Ενέργειας - Προμήθεια,363,0.1197,43.44
1786,BILL-0038-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),363,0.038,13.78
1787,BILL-0038-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),363,0.0115,4.16
1788,BILL-0038-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,363,0.0189,6.87
1789,BILL-0038-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,363,0.0106,3.83
1790,BILL-0038-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,363,0.0121,4.41
1791,BILL-0038-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.69
1792,BILL-0038-02,taxes,ΦΠΑ (6% + 24%),,,29.27
1793,BILL-0038-03,energy,Χρέωση Ενέργειας - Προμήθεια,474,0.11,52.14
1794,BILL-0038-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),474,0.0318,15.06
1795,BILL-0038-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),474,0.0099,4.67
1796,BILL-0038-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,474,0.0165,7.8
1797,BILL-0038-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,474,0.0087,4.11
1798,BILL-0038-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,474,0.0101,4.78
1799,BILL-0038-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.12
1800,BILL-0038-03,taxes,ΦΠΑ (6% + 24%),,,28.02
1801,BILL-0038-04,energy,Χρέωση Ενέργειας - Προμήθεια,1138,0.0966,109.89
1802,BILL-0038-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),1138,0.0288,32.76
1803,BILL-0038-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),1138,0.0089,10.1
1804,BILL-0038-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,1138,0.0153,17.41
1805,BILL-0038-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,1138,0.0079,8.99
1806,BILL-0038-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,1138,0.0094,10.66
1807,BILL-0038-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,6.38
1808,BILL-0038-04,taxes,ΦΠΑ (6% + 24%),,,62.11
1809,BILL-0038-05,energy,Χρέωση Ενέργειας - Προμήθεια,523,0.1132,59.2
1810,BILL-0038-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),523,0.0339,17.71
1811,BILL-0038-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),523,0.0114,5.98
1812,BILL-0038-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,523,0.0184,9.62
1813,BILL-0038-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,523,0.0099,5.2
1814,BILL-0038-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,523,0.0108,5.63
1815,BILL-0038-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.51
1816,BILL-0038-05,taxes,ΦΠΑ (6% + 24%),,,35.53
1817,BILL-0038-06,energy,Χρέωση Ενέργειας - Προμήθεια,876,0.0813,71.23
1818,BILL-0038-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),876,0.0252,22.08
1819,BILL-0038-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),876,0.0075,6.56
1820,BILL-0038-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,876,0.0124,10.82
1821,BILL-0038-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,876,0.0065,5.67
1822,BILL-0038-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,876,0.0078,6.82
1823,BILL-0038-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,4.32
1824,BILL-0038-06,taxes,ΦΠΑ (6% + 24%),,,42.7
1825,BILL-0039-01,energy,Χρέωση Ενέργειας - Προμήθεια,636,0.0932,59.25
1826,BILL-0039-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),636,0.0292,18.55
1827,BILL-0039-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),636,0.0085,5.38
1828,BILL-0039-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,636,0.0146,9.31
1829,BILL-0039-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,636,0.0076,4.84
1830,BILL-0039-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,636,0.0089,5.69
1831,BILL-0039-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.42
1832,BILL-0039-01,taxes,ΦΠΑ (6% + 24%),,,34.49
1833,BILL-0039-02,energy,Χρέωση Ενέργειας - Προμήθεια,467,0.1127,52.61
1834,BILL-0039-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),467,0.0334,15.59
1835,BILL-0039-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),467,0.0105,4.89
1836,BILL-0039-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,467,0.0175,8.17
1837,BILL-0039-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,467,0.0092,4.29
1838,BILL-0039-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,467,0.0108,5.04
1839,BILL-0039-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.14
1840,BILL-0039-02,taxes,ΦΠΑ (6% + 24%),,,31.67
1841,BILL-0039-03,energy,Χρέωση Ενέργειας - Προμήθεια,1031,0.0809,83.4
1842,BILL-0039-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),1031,0.0254,26.23
1843,BILL-0039-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),1031,0.0078,8.01
1844,BILL-0039-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,1031,0.013,13.4
1845,BILL-0039-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,1031,0.007,7.19
1846,BILL-0039-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,1031,0.0076,7.84
1847,BILL-0039-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,5.19
1848,BILL-0039-03,taxes,ΦΠΑ (6% + 24%),,,48.45
1849,BILL-0039-04,energy,Χρέωση Ενέργειας - Προμήθεια,1189,0.0909,108.07
1850,BILL-0039-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),1189,0.0301,35.82
1851,BILL-0039-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),1189,0.0092,10.91
1852,BILL-0039-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,1189,0.0151,18.01
1853,BILL-0039-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,1189,0.0075,8.9
1854,BILL-0039-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,1189,0.0085,10.14
1855,BILL-0039-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,6.78
1856,BILL-0039-04,taxes,ΦΠΑ (6% + 24%),,,67.75
1857,BILL-0039-05,energy,Χρέωση Ενέργειας - Προμήθεια,933,0.0867,80.9
1858,BILL-0039-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),933,0.0293,27.31
1859,BILL-0039-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),933,0.0087,8.09
1860,BILL-0039-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,933,0.0146,13.62
1861,BILL-0039-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,933,0.0074,6.92
1862,BILL-0039-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,933,0.0089,8.33
1863,BILL-0039-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,5.16
1864,BILL-0039-05,taxes,ΦΠΑ (6% + 24%),,,51.09
1865,BILL-0039-06,energy,Χρέωση Ενέργειας - Προμήθεια,703,0.0897,63.04
1866,BILL-0039-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),703,0.0291,20.49
1867,BILL-0039-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),703,0.0085,5.99
1868,BILL-0039-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,703,0.0142,9.96
1869,BILL-0039-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,703,0.0076,5.36
1870,BILL-0039-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,703,0.0088,6.17
1871,BILL-0039-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.87
1872,BILL-0039-06,taxes,ΦΠΑ (6% + 24%),,,36.92
1873,BILL-0040-01,energy,Χρέωση Ενέργειας - Προμήθεια,325,0.0937,30.44
1874,BILL-0040-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),325,0.0287,9.33
1875,BILL-0040-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),325,0.0086,2.81
1876,BILL-0040-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,325,0.0145,4.7
1877,BILL-0040-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,325,0.0078,2.53
1878,BILL-0040-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,325,0.0094,3.04
1879,BILL-0040-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,1.81
1880,BILL-0040-01,taxes,ΦΠΑ (6% + 24%),,,18.14
1881,BILL-0040-02,energy,Χρέωση Ενέργειας - Προμήθεια,256,0.1011,25.89
1882,BILL-0040-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),256,0.0322,8.24
1883,BILL-0040-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),256,0.0098,2.52
1884,BILL-0040-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,256,0.0157,4.02
1885,BILL-0040-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,256,0.0089,2.29
1886,BILL-0040-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,256,0.0095,2.43
1887,BILL-0040-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,1.53
1888,BILL-0040-02,taxes,ΦΠΑ (6% + 24%),,,16.23
1889,BILL-0040-03,energy,Χρέωση Ενέργειας - Προμήθεια,466,0.0875,40.77
1890,BILL-0040-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),466,0.0283,13.17
1891,BILL-0040-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),466,0.008,3.73
1892,BILL-0040-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,466,0.0135,6.31
1893,BILL-0040-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,466,0.0073,3.38
1894,BILL-0040-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,466,0.0081,3.78
1895,BILL-0040-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.35
1896,BILL-0040-03,taxes,ΦΠΑ (6% + 24%),,,24.31
1897,BILL-0040-04,energy,Χρέωση Ενέργειας - Προμήθεια,423,0.1102,46.63
1898,BILL-0040-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),423,0.0356,15.05
1899,BILL-0040-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),423,0.0108,4.58
1900,BILL-0040-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,423,0.0169,7.15
1901,BILL-0040-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,423,0.0093,3.95
1902,BILL-0040-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,423,0.0112,4.72
1903,BILL-0040-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.77
1904,BILL-0040-04,taxes,ΦΠΑ (6% + 24%),,,29.09
1905,BILL-0040-05,energy,Χρέωση Ενέργειας - Προμήθεια,406,0.0901,36.59
1906,BILL-0040-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),406,0.0278,11.27
1907,BILL-0040-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),406,0.0082,3.33
1908,BILL-0040-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,406,0.0135,5.47
1909,BILL-0040-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,406,0.0072,2.93
1910,BILL-0040-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,406,0.008,3.26
1911,BILL-0040-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.14
1912,BILL-0040-05,taxes,ΦΠΑ (6% + 24%),,,19.33
1913,BILL-0040-06,energy,Χρέωση Ενέργειας - Προμήθεια,301,0.1144,34.42
1914,BILL-0040-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),301,0.0337,10.13
1915,BILL-0040-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),301,0.0101,3.03
1916,BILL-0040-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,301,0.0168,5.05
1917,BILL-0040-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,301,0.009,2.72
1918,BILL-0040-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,301,0.0106,3.19
1919,BILL-0040-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,1.92
1920,BILL-0040-06,taxes,ΦΠΑ (6% + 24%),,,18.02
1921,BILL-0041-01,energy,Χρέωση Ενέργειας - Προμήθεια,492,0.0906,44.59
1922,BILL-0041-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),492,0.0277,13.62
1923,BILL-0041-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),492,0.0085,4.18
1924,BILL-0041-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,492,0.015,7.36
1925,BILL-0041-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,492,0.008,3.95
1926,BILL-0041-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,492,0.0088,4.33
1927,BILL-0041-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.6
1928,BILL-0041-01,taxes,ΦΠΑ (6% + 24%),,,28.37
1929,BILL-0041-02,energy,Χρέωση Ενέργειας - Προμήθεια,451,0.0915,41.26
1930,BILL-0041-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),451,0.0281,12.66
1931,BILL-0041-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),451,0.0081,3.66
1932,BILL-0041-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,451,0.0141,6.37
1933,BILL-0041-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,451,0.0076,3.43
1934,BILL-0041-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,451,0.008,3.62
1935,BILL-0041-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.39
1936,BILL-0041-02,taxes,ΦΠΑ (6% + 24%),,,21.01
1937,BILL-0041-03,energy,Χρέωση Ενέργειας - Προμήθεια,409,0.0847,34.65
1938,BILL-0041-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),409,0.0277,11.33
1939,BILL-0041-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),409,0.0086,3.51
1940,BILL-0041-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,409,0.0141,5.75
1941,BILL-0041-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,409,0.0075,3.08
1942,BILL-0041-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,409,0.0089,3.62
1943,BILL-0041-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.2
1944,BILL-0041-03,taxes,ΦΠΑ (6% + 24%),,,22.42
1945,BILL-0041-04,energy,Χρέωση Ενέργειας - Προμήθεια,459,0.1183,54.32
1946,BILL-0041-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),459,0.0381,17.5
1947,BILL-0041-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),459,0.0108,4.97
1948,BILL-0041-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,459,0.0189,8.66
1949,BILL-0041-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,459,0.0096,4.4
1950,BILL-0041-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,459,0.0112,5.16
1951,BILL-0041-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.28
1952,BILL-0041-04,taxes,ΦΠΑ (6% + 24%),,,30.35
1953,BILL-0041-05,energy,Χρέωση Ενέργειας - Προμήθεια,487,0.1099,53.5
1954,BILL-0041-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),487,0.033,16.08
1955,BILL-0041-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),487,0.0109,5.29
1956,BILL-0041-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,487,0.0167,8.15
1957,BILL-0041-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,487,0.0093,4.51
1958,BILL-0041-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,487,0.0108,5.27
1959,BILL-0041-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.14
1960,BILL-0041-05,taxes,ΦΠΑ (6% + 24%),,,33
1961,BILL-0041-06,energy,Χρέωση Ενέργειας - Προμήθεια,349,0.1048,36.59
1962,BILL-0041-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),349,0.0325,11.33
1963,BILL-0041-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),349,0.0102,3.57
1964,BILL-0041-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,349,0.0172,5.99
1965,BILL-0041-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,349,0.0089,3.1
1966,BILL-0041-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,349,0.0099,3.45
1967,BILL-0041-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.29
1968,BILL-0041-06,taxes,ΦΠΑ (6% + 24%),,,22.18
1969,BILL-0042-01,energy,Χρέωση Ενέργειας - Προμήθεια,386,0.1189,45.89
1970,BILL-0042-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),386,0.0401,15.47
1971,BILL-0042-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),386,0.0122,4.7
1972,BILL-0042-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,386,0.0193,7.46
1973,BILL-0042-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,386,0.0099,3.84
1974,BILL-0042-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,386,0.0124,4.77
1975,BILL-0042-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3
1976,BILL-0042-01,taxes,ΦΠΑ (6% + 24%),,,29.53
1977,BILL-0042-02,energy,Χρέωση Ενέργειας - Προμήθεια,451,0.088,39.68
1978,BILL-0042-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),451,0.0259,11.68
1979,BILL-0042-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),451,0.0078,3.51
1980,BILL-0042-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,451,0.0135,6.08
1981,BILL-0042-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,451,0.0073,3.3
1982,BILL-0042-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,451,0.008,3.62
1983,BILL-0042-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.32
1984,BILL-0042-02,taxes,ΦΠΑ (6% + 24%),,,21.01
1985,BILL-0042-03,energy,Χρέωση Ενέργειας - Προμήθεια,496,0.1086,53.88
1986,BILL-0042-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),496,0.0351,17.43
1987,BILL-0042-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),496,0.0105,5.21
1988,BILL-0042-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,496,0.0161,8
1989,BILL-0042-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,496,0.0091,4.52
1990,BILL-0042-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,496,0.0107,5.33
1991,BILL-0042-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.16
1992,BILL-0042-03,taxes,ΦΠΑ (6% + 24%),,,30.99
1993,BILL-0042-04,energy,Χρέωση Ενέργειας - Προμήθεια,739,0.1001,73.94
1994,BILL-0042-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),739,0.0304,22.45
1995,BILL-0042-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),739,0.0096,7.1
1996,BILL-0042-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,739,0.0148,10.97
1997,BILL-0042-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,739,0.0084,6.22
1998,BILL-0042-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,739,0.0095,6.99
1999,BILL-0042-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,4.35
2000,BILL-0042-04,taxes,ΦΠΑ (6% + 24%),,,41.21
2001,BILL-0042-05,energy,Χρέωση Ενέργειας - Προμήθεια,651,0.1046,68.08
2002,BILL-0042-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),651,0.0333,21.66
2003,BILL-0042-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),651,0.0103,6.71
2004,BILL-0042-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,651,0.0162,10.57
2005,BILL-0042-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,651,0.0089,5.8
2006,BILL-0042-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,651,0.0102,6.65
2007,BILL-0042-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,4.34
2008,BILL-0042-05,taxes,ΦΠΑ (6% + 24%),,,43.35
2009,BILL-0042-06,energy,Χρέωση Ενέργειας - Προμήθεια,502,0.1093,54.85
2010,BILL-0042-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),502,0.0342,17.18
2011,BILL-0042-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),502,0.0099,4.97
2012,BILL-0042-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,502,0.0158,7.94
2013,BILL-0042-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,502,0.0088,4.42
2014,BILL-0042-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,502,0.0102,5.14
2015,BILL-0042-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.15
2016,BILL-0042-06,taxes,ΦΠΑ (6% + 24%),,,28.32
2017,BILL-0043-01,energy,Χρέωση Ενέργειας - Προμήθεια,595,0.0987,58.75
2018,BILL-0043-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),595,0.0289,17.17
2019,BILL-0043-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),595,0.0088,5.25
2020,BILL-0043-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,595,0.0139,8.29
2021,BILL-0043-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,595,0.0076,4.5
2022,BILL-0043-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,595,0.0092,5.47
2023,BILL-0043-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.24
2024,BILL-0043-01,taxes,ΦΠΑ (6% + 24%),,,31.31
2025,BILL-0043-02,energy,Χρέωση Ενέργειας - Προμήθεια,439,0.1141,50.11
2026,BILL-0043-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),439,0.036,15.81
