bill_id,issue_date,period_from,period_to,customer_id,contract_id,account_id,supply_number,meter_id,tariff_code,total_amount
BILL-0030-05,2024-11-06,2024-09-01,2024-10-31,CUST-0030,CONTR-158898,ACC-337350,68954762741,M95169295,Zenith Οικιακό,118.2
BILL-0030-06,2025-01-05,2024-11-01,2024-12-31,CUST-0030,CONTR-158898,ACC-337350,68954762741,M95169295,Zenith Οικιακό,103.65
BILL-0031-01,2024-03-09,2024-01-01,2024-02-28,CUST-0031,CONTR-632741,ACC-541796,68265066401,M78880623,Elpedison Home Basic,116.4
BILL-0031-02,2024-05-07,2024-03-01,2024-04-30,CUST-0031,CONTR-632741,ACC-541796,68265066401,M78880623,Elpedison Home Basic,98.26
BILL-0031-03,2024-07-09,2024-05-01,2024-06-30,CUST-0031,CONTR-632741,ACC-541796,68265066401,M78880623,Elpedison Home Basic,119.7
BILL-0031-04,2024-09-11,2024-07-01,2024-08-31,CUST-0031,CONTR-632741,ACC-541796,68265066401,M78880623,Elpedison Home Basic,172.62
BILL-0031-05,2024-11-06,2024-09-01,2024-10-31,CUST-0031,CONTR-632741,ACC-541796,68265066401,M78880623,Elpedison Home Basic,117.12
BILL-0031-06,2025-01-05,2024-11-01,2024-12-31,CUST-0031,CONTR-632741,ACC-541796,68265066401,M78880623,Elpedison Home Basic,96.88
BILL-0032-01,2024-03-11,2024-01-01,2024-02-28,CUST-0032,CONTR-515652,ACC-580782,68421684825,M77662780,ΔΕΗ myHome Online,93
BILL-0032-02,2024-05-06,2024-03-01,2024-04-30,CUST-0032,CONTR-515652,ACC-580782,68421684825,M77662780,ΔΕΗ myHome Online,84.83
BILL-0032-03,2024-07-05,2024-05-01,2024-06-30,CUST-0032,CONTR-515652,ACC-580782,68421684825,M77662780,ΔΕΗ myHome Online,94.4
BILL-0032-04,2024-09-06,2024-07-01,2024-08-31,CUST-0032,CONTR-515652,ACC-580782,68421684825,M77662780,ΔΕΗ myHome Online,161.88
BILL-0032-05,2024-11-06,2024-09-01,2024-10-31,CUST-0032,CONTR-515652,ACC-580782,68421684825,M77662780,ΔΕΗ myHome Online,140.58
BILL-0032-06,2025-01-07,2024-11-01,2024-12-31,CUST-0032,CONTR-515652,ACC-580782,68421684825,M77662780,ΔΕΗ myHome Online,111.06
BILL-0033-01,2024-03-06,2024-01-01,2024-02-28,CUST-0033,CONTR-372179,ACC-802053,68141226942,M92706780,ΕΛΤΑ Ενέργεια Οικιακό,119.7
BILL-0033-02,2024-05-08,2024-03-01,2024-04-30,CUST-0033,CONTR-372179,ACC-802053,68141226942,M92706780,ΕΛΤΑ Ενέργεια Οικιακό,125.79
BILL-0033-03,2024-07-07,2024-05-01,2024-06-30,CUST-0033,CONTR-372179,ACC-802053,68141226942,M92706780,ΕΛΤΑ Ενέργεια Οικιακό,169.47
BILL-0033-04,2024-09-05,2024-07-01,2024-08-31,CUST-0033,CONTR-372179,ACC-802053,68141226942,M92706780,ΕΛΤΑ Ενέργεια Οικιακό,196.2
BILL-0033-05,2024-11-06,2024-09-01,2024-10-31,CUST-0033,CONTR-372179,ACC-802053,68141226942,M92706780,ΕΛΤΑ Ενέργεια Οικιακό,155.7
BILL-0033-06,2025-01-10,2024-11-01,2024-12-31,CUST-0033,CONTR-372179,ACC-802053,68141226942,M92706780,ΕΛΤΑ Ενέργεια Οικιακό,145.74
BILL-0034-01,2024-03-09,2024-01-01,2024-02-28,CUST-0034,CONTR-236791,ACC-831402,68812642196,M08528093,ΔΕΗ Γ1,149.6
BILL-0034-02,2024-05-05,2024-03-01,2024-04-30,CUST-0034,CONTR-236791,ACC-831402,68812642196,M08528093,ΔΕΗ Γ1,164.01
BILL-0034-03,2024-07-08,2024-05-01,2024-06-30,CUST-0034,CONTR-236791,ACC-831402,68812642196,M08528093,ΔΕΗ Γ1,150.62
BILL-0034-04,2024-09-09,2024-07-01,2024-08-31,CUST-0034,CONTR-236791,ACC-831402,68812642196,M08528093,ΔΕΗ Γ1,200.7
BILL-0034-05,2024-11-05,2024-09-01,2024-10-31,CUST-0034,CONTR-236791,ACC-831402,68812642196,M08528093,ΔΕΗ Γ1,162.88
BILL-0034-06,2025-01-10,2024-11-01,2024-12-31,CUST-0034,CONTR-236791,ACC-831402,68812642196,M08528093,ΔΕΗ Γ1,144.8
BILL-0035-01,2024-03-08,2024-01-01,2024-02-28,CUST-0035,CONTR-692446,ACC-484681,68932313880,M40933618,Ήρων Οικιακό,133.28
BILL-0035-02,2024-05-08,2024-03-01,2024-04-30,CUST-0035,CONTR-692446,ACC-484681,68932313880,M40933618,Ήρων Οικιακό,138.21
BILL-0035-03,2024-07-09,2024-05-01,2024-06-30,CUST-0035,CONTR-692446,ACC-484681,68932313880,M40933618,Ήρων Οικιακό,163.54
BILL-0035-04,2024-09-07,2024-07-01,2024-08-31,CUST-0035,CONTR-692446,ACC-484681,68932313880,M40933618,Ήρων Οικιακό,275.4
BILL-0035-05,2024-11-05,2024-09-01,2024-10-31,CUST-0035,CONTR-692446,ACC-484681,68932313880,M40933618,Ήρων Οικιακό,179.35
BILL-0035-06,2025-01-09,2024-11-01,2024-12-31,CUST-0035,CONTR-692446,ACC-484681,68932313880,M40933618,Ήρων Οικιακό,174.42
BILL-0036-01,2024-03-09,2024-01-01,2024-02-28,CUST-0036,CONTR-526047,ACC-941033,68336757551,M81047898,ΔΕΗ Γ1Ν,136.2
BILL-0036-02,2024-05-06,2024-03-01,2024-04-30,CUST-0036,CONTR-526047,ACC-941033,68336757551,M81047898,ΔΕΗ Γ1Ν,122.85
BILL-0036-03,2024-07-07,2024-05-01,2024-06-30,CUST-0036,CONTR-526047,ACC-941033,68336757551,M81047898,ΔΕΗ Γ1Ν,143.1
BILL-0036-04,2024-09-08,2024-07-01,2024-08-31,CUST-0036,CONTR-526047,ACC-941033,68336757551,M81047898,ΔΕΗ Γ1Ν,241.92
BILL-0036-05,2024-11-09,2024-09-01,2024-10-31,CUST-0036,CONTR-526047,ACC-941033,68336757551,M81047898,ΔΕΗ Γ1Ν,188.82
BILL-0036-06,2025-01-09,2024-11-01,2024-12-31,CUST-0036,CONTR-526047,ACC-941033,68336757551,M81047898,ΔΕΗ Γ1Ν,140.32
BILL-0037-01,2024-03-06,2024-01-01,2024-02-28,CUST-0037,CONTR-622362,ACC-646891,68425402837,M50730488,Protergia Home,162.18
BILL-0037-02,2024-05-05,2024-03-01,2024-04-30,CUST-0037,CONTR-622362,ACC-646891,68425402837,M50730488,Protergia Home,116.85
BILL-0037-03,2024-07-10,2024-05-01,2024-06-30,CUST-0037,CONTR-622362,ACC-646891,68425402837,M50730488,Protergia Home,143.68
BILL-0037-04,2024-09-10,2024-07-01,2024-08-31,CUST-0037,CONTR-622362,ACC-646891,68425402837,M50730488,Protergia Home,204.96
BILL-0037-05,2024-11-10,2024-09-01,2024-10-31,CUST-0037,CONTR-622362,ACC-646891,68425402837,M50730488,Protergia Home,220.8
BILL-0037-06,2025-01-09,2024-11-01,2024-12-31,CUST-0037,CONTR-622362,ACC-646891,68425402837,M50730488,Protergia Home,191.31
BILL-0038-01,2024-03-06,2024-01-01,2024-02-28,CUST-0038,CONTR-131833,ACC-889923,68595897455,M69371007,Protergia Home Plus,142.69
BILL-0038-02,2024-05-05,2024-03-01,2024-04-30,CUST-0038,CONTR-131833,ACC-889923,68595897455,M69371007,Protergia Home Plus,108.45
BILL-0038-03,2024-07-08,2024-05-01,2024-06-30,CUST-0038,CONTR-131833,ACC-889923,68595897455,M69371007,Protergia Home Plus,119.7
BILL-0038-04,2024-09-06,2024-07-01,2024-08-31,CUST-0038,CONTR-131833,ACC-889923,68595897455,M69371007,Protergia Home Plus,258.3
BILL-0038-05,2024-11-10,2024-09-01,2024-10-31,CUST-0038,CONTR-131833,ACC-889923,68595897455,M69371007,Protergia Home Plus,142.38
BILL-0038-06,2025-01-08,2024-11-01,2024-12-31,CUST-0038,CONTR-131833,ACC-889923,68595897455,M69371007,Protergia Home Plus,170.2
BILL-0039-01,2024-03-08,2024-01-01,2024-02-28,CUST-0039,CONTR-400175,ACC-748534,68499496519,M02016878,NRG Οικιακό,140.93
BILL-0039-02,2024-05-10,2024-03-01,2024-04-30,CUST-0039,CONTR-400175,ACC-748534,68499496519,M02016878,NRG Οικιακό,125.4
BILL-0039-03,2024-07-08,2024-05-01,2024-06-30,CUST-0039,CONTR-400175,ACC-748534,68499496519,M02016878,NRG Οικιακό,199.71
BILL-0039-04,2024-09-10,2024-07-01,2024-08-31,CUST-0039,CONTR-400175,ACC-748534,68499496519,M02016878,NRG Οικιακό,266.38
BILL-0039-05,2024-11-11,2024-09-01,2024-10-31,CUST-0039,CONTR-400175,ACC-748534,68499496519,M02016878,NRG Οικιακό,201.42
BILL-0039-06,2025-01-10,2024-11-01,2024-12-31,CUST-0039,CONTR-400175,ACC-748534,68499496519,M02016878,NRG Οικιακό,151.8
BILL-0040-01,2024-03-08,2024-01-01,2024-02-28,CUST-0040,CONTR-809609,ACC-945588,68053503609,M19359720,Zenith Οικιακό,72.8
BILL-0040-02,2024-05-11,2024-03-01,2024-04-30,CUST-0040,CONTR-809609,ACC-945588,68053503609,M19359720,Zenith Οικιακό,63.15
BILL-0040-03,2024-07-08,2024-05-01,2024-06-30,CUST-0040,CONTR-809609,ACC-945588,68053503609,M19359720,Zenith Οικιακό,97.8
BILL-0040-04,2024-09-07,2024-07-01,2024-08-31,CUST-0040,CONTR-809609,ACC-945588,68053503609,M19359720,Zenith Οικιακό,113.94
BILL-0040-05,2024-11-11,2024-09-01,2024-10-31,CUST-0040,CONTR-809609,ACC-945588,68053503609,M19359720,Zenith Οικιακό,84.32
BILL-0040-06,2025-01-09,2024-11-01,2024-12-31,CUST-0040,CONTR-809609,ACC-945588,68053503609,M19359720,Zenith Οικιακό,78.48
BILL-0041-01,2024-03-07,2024-01-01,2024-02-28,CUST-0041,CONTR-782707,ACC-980307,68015229066,M50874834,ΕΛΤΑ Ενέργεια Οικιακό,109
BILL-0041-02,2024-05-05,2024-03-01,2024-04-30,CUST-0041,CONTR-782707,ACC-980307,68015229066,M50874834,ΕΛΤΑ Ενέργεια Οικιακό,94.4
BILL-0041-03,2024-07-07,2024-05-01,2024-06-30,CUST-0041,CONTR-782707,ACC-980307,68015229066,M50874834,ΕΛΤΑ Ενέργεια Οικιακό,86.56
BILL-0041-04,2024-09-09,2024-07-01,2024-08-31,CUST-0041,CONTR-782707,ACC-980307,68015229066,M50874834,ΕΛΤΑ Ενέργεια Οικιακό,128.64
BILL-0041-05,2024-11-06,2024-09-01,2024-10-31,CUST-0041,CONTR-782707,ACC-980307,68015229066,M50874834,ΕΛΤΑ Ενέργεια Οικιακό,128.94
BILL-0041-06,2025-01-11,2024-11-01,2024-12-31,CUST-0041,CONTR-782707,ACC-980307,68015229066,M50874834,ΕΛΤΑ Ενέργεια Οικιακό,88.5
BILL-0042-01,2024-03-07,2024-01-01,2024-02-28,CUST-0042,CONTR-134479,ACC-346915,68525547312,M98608951,ΔΕΗ Γ1Ν,114.66
BILL-0042-02,2024-05-11,2024-03-01,2024-04-30,CUST-0042,CONTR-134479,ACC-346915,68525547312,M98608951,ΔΕΗ Γ1Ν,91.2
BILL-0042-03,2024-07-09,2024-05-01,2024-06-30,CUST-0042,CONTR-134479,ACC-346915,68525547312,M98608951,ΔΕΗ Γ1Ν,128.52
BILL-0042-04,2024-09-09,2024-07-01,2024-08-31,CUST-0042,CONTR-134479,ACC-346915,68525547312,M98608951,ΔΕΗ Γ1Ν,173.23
BILL-0042-05,2024-11-05,2024-09-01,2024-10-31,CUST-0042,CONTR-134479,ACC-346915,68525547312,M98608951,ΔΕΗ Γ1Ν,167.16
BILL-0042-06,2025-01-11,2024-11-01,2024-12-31,CUST-0042,CONTR-134479,ACC-346915,68525547312,M98608951,ΔΕΗ Γ1Ν,125.97
BILL-0043-01,2024-03-11,2024-01-01,2024-02-28,CUST-0043,CONTR-788539,ACC-818434,68533391482,M46270144,NRG Οικιακό,133.98
BILL-0043-02,2024-05-09,2024-03-01,2024-04-30,CUST-0043,CONTR-788539,ACC-818434,68533391482,M46270144,NRG Οικιακό,122.58
BILL-0043-03,2024-07-05,2024-05-01,2024-06-30,CUST-0043,CONTR-788539,ACC-818434,68533391482,M46270144,NRG Οικιακό,110.1
BILL-0043-04,2024-09-07,2024-07-01,2024-08-31,CUST-0043,CONTR-788539,ACC-818434,68533391482,M46270144,NRG Οικιακό,145.6
BILL-0043-05,2024-11-06,2024-09-01,2024-10-31,CUST-0043,CONTR-788539,ACC-818434,68533391482,M46270144,NRG Οικιακό,192.06
BILL-0043-06,2025-01-06,2024-11-01,2024-12-31,CUST-0043,CONTR-788539,ACC-818434,68533391482,M46270144,NRG Οικιακό,156.24
BILL-0044-01,2024-03-09,2024-01-01,2024-02-28,CUST-0044,CONTR-285736,ACC-389551,68060395870,M42513853,Watt+Volt Home,155.4
BILL-0044-02,2024-05-10,2024-03-01,2024-04-30,CUST-0044,CONTR-285736,ACC-389551,68060395870,M42513853,Watt+Volt Home,102.06
BILL-0044-03,2024-07-11,2024-05-01,2024-06-30,CUST-0044,CONTR-285736,ACC-389551,68060395870,M42513853,Watt+Volt Home,164.92
BILL-0044-04,2024-09-08,2024-07-01,2024-08-31,CUST-0044,CONTR-285736,ACC-389551,68060395870,M42513853,Watt+Volt Home,219
BILL-0044-05,2024-11-11,2024-09-01,2024-10-31,CUST-0044,CONTR-285736,ACC-389551,68060395870,M42513853,Watt+Volt Home,141.9
BILL-0044-06,2025-01-10,2024-11-01,2024-12-31,CUST-0044,CONTR-285736,ACC-389551,68060395870,M42513853,Watt+Volt Home,171.15
BILL-0045-01,2024-03-11,2024-01-01,2024-02-28,CUST-0045,CONTR-201803,ACC-247907,68360261015,M58601264,Zenith Οικιακό,65.28
BILL-0045-02,2024-05-06,2024-03-01,2024-04-30,CUST-0045,CONTR-201803,ACC-247907,68360261015,M58601264,Zenith Οικιακό,67.04
BILL-0045-03,2024-07-08,2024-05-01,2024-06-30,CUST-0045,CONTR-201803,ACC-247907,68360261015,M58601264,Zenith Οικιακό,61.95
BILL-0045-04,2024-09-09,2024-07-01,2024-08-31,CUST-0045,CONTR-201803,ACC-247907,68360261015,M58601264,Zenith Οικιακό,105.3
BILL-0045-05,2024-11-08,2024-09-01,2024-10-31,CUST-0045,CONTR-201803,ACC-247907,68360261015,M58601264,Zenith Οικιακό,92.7
BILL-0045-06,2025-01-10,2024-11-01,2024-12-31,CUST-0045,CONTR-201803,ACC-247907,68360261015,M58601264,Zenith Οικιακό,90.86
BILL-0046-01,2024-03-10,2024-01-01,2024-02-28,CUST-0046,CONTR-884226,ACC-251327,68979768661,M61238756,Zenith Οικιακό,60.6
BILL-0046-02,2024-05-06,2024-03-01,2024-04-30,CUST-0046,CONTR-884226,ACC-251327,68979768661,M61238756,Zenith Οικιακό,81.48
BILL-0046-03,2024-07-11,2024-05-01,2024-06-30,CUST-0046,CONTR-884226,ACC-251327,68979768661,M61238756,Zenith Οικιακό,85.34
BILL-0046-04,2024-09-10,2024-07-01,2024-08-31,CUST-0046,CONTR-884226,ACC-251327,68979768661,M61238756,Zenith Οικιακό,127
BILL-0046-05,2024-11-07,2024-09-01,2024-10-31,CUST-0046,CONTR-884226,ACC-251327,68979768661,M61238756,Zenith Οικιακό,88.64
BILL-0046-06,2025-01-06,2024-11-01,2024-12-31,CUST-0046,CONTR-884226,ACC-251327,68979768661,M61238756,Zenith Οικιακό,58.38
BILL-0047-01,2024-03-08,2024-01-01,2024-02-28,CUST-0047,CONTR-989282,ACC-514278,68134671989,M16995912,Protergia Home,145.44
BILL-0047-02,2024-05-09,2024-03-01,2024-04-30,CUST-0047,CONTR-989282,ACC-514278,68134671989,M16995912,Protergia Home,125.12
BILL-0047-03,2024-07-07,2024-05-01,2024-06-30,CUST-0047,CONTR-989282,ACC-514278,68134671989,M16995912,Protergia Home,118.95
BILL-0047-04,2024-09-06,2024-07-01,2024-08-31,CUST-0047,CONTR-989282,ACC-514278,68134671989,M16995912,Protergia Home,165.9
BILL-0047-05,2024-11-10,2024-09-01,2024-10-31,CUST-0047,CONTR-989282,ACC-514278,68134671989,M16995912,Protergia Home,180.2
BILL-0047-06,2025-01-06,2024-11-01,2024-12-31,CUST-0047,CONTR-989282,ACC-514278,68134671989,M16995912,Protergia Home,119.84
BILL-0048-01,2024-03-09,2024-01-01,2024-02-28,CUST-0048,CONTR-524863,ACC-750260,68319256051,M21646669,ΔΕΗ Γ1,53.55
BILL-0048-02,2024-05-05,2024-03-01,2024-04-30,CUST-0048,CONTR-524863,ACC-750260,68319256051,M21646669,ΔΕΗ Γ1,70.35
BILL-0048-03,2024-07-05,2024-05-01,2024-06-30,CUST-0048,CONTR-524863,ACC-750260,68319256051,M21646669,ΔΕΗ Γ1,63.68
BILL-0048-04,2024-09-10,2024-07-01,2024-08-31,CUST-0048,CONTR-524863,ACC-750260,68319256051,M21646669,ΔΕΗ Γ1,118.23
BILL-0048-05,2024-11-07,2024-09-01,2024-10-31,CUST-0048,CONTR-524863,ACC-750260,68319256051,M21646669,ΔΕΗ Γ1,66.24
BILL-0048-06,2025-01-07,2024-11-01,2024-12-31,CUST-0048,CONTR-524863,ACC-750260,68319256051,M21646669,ΔΕΗ Γ1,68.22
BILL-0049-01,2024-03-09,2024-01-01,2024-02-28,CUST-0049,CONTR-977195,ACC-638774,68459960225,M95871811,Ήρων Οικιακό,55.8
BILL-0049-02,2024-05-09,2024-03-01,2024-04-30,CUST-0049,CONTR-977195,ACC-638774,68459960225,M95871811,Ήρων Οικιακό,78.33
BILL-0049-03,2024-07-07,2024-05-01,2024-06-30,CUST-0049,CONTR-977195,ACC-638774,68459960225,M95871811,Ήρων Οικιακό,63.75
BILL-0049-04,2024-09-09,2024-07-01,2024-08-31,CUST-0049,CONTR-977195,ACC-638774,68459960225,M95871811,Ήρων Οικιακό,77.84
BILL-0049-05,2024-11-08,2024-09-01,2024-10-31,CUST-0049,CONTR-977195,ACC-638774,68459960225,M95871811,Ήρων Οικιακό,96.8
BILL-0049-06,2025-01-11,2024-11-01,2024-12-31,CUST-0049,CONTR-977195,ACC-638774,68459960225,M95871811,Ήρων Οικιακό,57.6
BILL-0050-01,2024-03-06,2024-01-01,2024-02-28,CUST-0050,CONTR-175407,ACC-341155,68833067695,M32354671,Zenith Οικιακό,122.55
BILL-0050-02,2024-05-07,2024-03-01,2024-04-30,CUST-0050,CONTR-175407,ACC-341155,68833067695,M32354671,Zenith Οικιακό,117.99
BILL-0050-03,2024-07-06,2024-05-01,2024-06-30,CUST-0050,CONTR-175407,ACC-341155,68833067695,M32354671,Zenith Οικιακό,100.8
BILL-0050-04,2024-09-06,2024-07-01,2024-08-31,CUST-0050,CONTR-175407,ACC-341155,68833067695,M32354671,Zenith Οικιακό,192.57
BILL-0050-05,2024-11-09,2024-09-01,2024-10-31,CUST-0050,CONTR-175407,ACC-341155,68833067695,M32354671,Zenith Οικιακό,114.3
BILL-0050-06,2025-01-07,2024-11-01,2024-12-31,CUST-0050,CONTR-175407,ACC-341155,68833067695,M32354671,Zenith Οικιακό,99.75
BILL-0051-01,2024-03-05,2024-01-01,2024-02-28,CUST-0051,CONTR-784404,ACC-245908,68785373556,M56260252,ΔΕΗ Γ1Ν,96.48
BILL-0051-02,2024-05-05,2024-03-01,2024-04-30,CUST-0051,CONTR-784404,ACC-245908,68785373556,M56260252,ΔΕΗ Γ1Ν,115.4
BILL-0051-03,2024-07-09,2024-05-01,2024-06-30,CUST-0051,CONTR-784404,ACC-245908,68785373556,M56260252,ΔΕΗ Γ1Ν,139.65
BILL-0051-04,2024-09-07,2024-07-01,2024-08-31,CUST-0051,CONTR-784404,ACC-245908,68785373556,M56260252,ΔΕΗ Γ1Ν,200.8
BILL-0051-05,2024-11-08,2024-09-01,2024-10-31,CUST-0051,CONTR-784404,ACC-245908,68785373556,M56260252,ΔΕΗ Γ1Ν,145
BILL-0051-06,2025-01-05,2024-11-01,2024-12-31,CUST-0051,CONTR-784404,ACC-245908,68785373556,M56260252,ΔΕΗ Γ1Ν,130.53
BILL-0052-01,2024-03-10,2024-01-01,2024-02-28,CUST-0052,CONTR-483293,ACC-741698,68598025394,M88118213,Elpedison Home Basic,153.8
BILL-0052-02,2024-05-08,2024-03-01,2024-04-30,CUST-0052,CONTR-483293,ACC-741698,68598025394,M88118213,Elpedison Home Basic,139.06
BILL-0052-03,2024-07-08,2024-05-01,2024-06-30,CUST-0052,CONTR-483293,ACC-741698,68598025394,M88118213,Elpedison Home Basic,139.16
BILL-0052-04,2024-09-07,2024-07-01,2024-08-31,CUST-0052,CONTR-483293,ACC-741698,68598025394,M88118213,Elpedison Home Basic,202.8
BILL-0052-05,2024-11-09,2024-09-01,2024-10-31,CUST-0052,CONTR-483293,ACC-741698,68598025394,M88118213,Elpedison Home Basic,159.8
BILL-0052-06,2025-01-06,2024-11-01,2024-12-31,CUST-0052,CONTR-483293,ACC-741698,68598025394,M88118213,Elpedison Home Basic,151.04
BILL-0053-01,2024-03-08,2024-01-01,2024-02-28,CUST-0053,CONTR-413391,ACC-698895,68020943385,M87107661,Elpedison Home Basic,121.03
BILL-0053-02,2024-05-11,2024-03-01,2024-04-30,CUST-0053,CONTR-413391,ACC-698895,68020943385,M87107661,Elpedison Home Basic,116.6
BILL-0053-03,2024-07-10,2024-05-01,2024-06-30,CUST-0053,CONTR-413391,ACC-698895,68020943385,M87107661,Elpedison Home Basic,150.78
BILL-0053-04,2024-09-11,2024-07-01,2024-08-31,CUST-0053,CONTR-413391,ACC-698895,68020943385,M87107661,Elpedison Home Basic,182.4
BILL-0053-05,2024-11-05,2024-09-01,2024-10-31,CUST-0053,CONTR-413391,ACC-698895,68020943385,M87107661,Elpedison Home Basic,150.12
BILL-0053-06,2025-01-10,2024-11-01,2024-12-31,CUST-0053,CONTR-413391,ACC-698895,68020943385,M87107661,Elpedison Home Basic,131.04
BILL-0054-01,2024-03-09,2024-01-01,2024-02-28,CUST-0054,CONTR-636216,ACC-406636,68380164884,M33022319,Elpedison Home Basic,55.5
BILL-0054-02,2024-05-06,2024-03-01,2024-04-30,CUST-0054,CONTR-636216,ACC-406636,68380164884,M33022319,Elpedison Home Basic,77.49
BILL-0054-03,2024-07-05,2024-05-01,2024-06-30,CUST-0054,CONTR-636216,ACC-406636,68380164884,M33022319,Elpedison Home Basic,77.33
BILL-0054-04,2024-09-09,2024-07-01,2024-08-31,CUST-0054,CONTR-636216,ACC-406636,68380164884,M33022319,Elpedison Home Basic,101.15
BILL-0054-05,2024-11-07,2024-09-01,2024-10-31,CUST-0054,CONTR-636216,ACC-406636,68380164884,M33022319,Elpedison Home Basic,90.54
BILL-0054-06,2025-01-05,2024-11-01,2024-12-31,CUST-0054,CONTR-636216,ACC-406636,68380164884,M33022319,Elpedison Home Basic,69.54
BILL-0055-01,2024-03-09,2024-01-01,2024-02-28,CUST-0055,CONTR-845814,ACC-330349,68318424208,M04009736,Elpedison Home Plus,129.15
BILL-0055-02,2024-05-10,2024-03-01,2024-04-30,CUST-0055,CONTR-845814,ACC-330349,68318424208,M04009736,Elpedison Home Plus,129.36
BILL-0055-03,2024-07-10,2024-05-01,2024-06-30,CUST-0055,CONTR-845814,ACC-330349,68318424208,M04009736,Elpedison Home Plus,149
BILL-0055-04,2024-09-08,2024-07-01,2024-08-31,CUST-0055,CONTR-845814,ACC-330349,68318424208,M04009736,Elpedison Home Plus,146.71
BILL-0055-05,2024-11-08,2024-09-01,2024-10-31,CUST-0055,CONTR-845814,ACC-330349,68318424208,M04009736,Elpedison Home Plus,135.72
BILL-0055-06,2025-01-09,2024-11-01,2024-12-31,CUST-0055,CONTR-845814,ACC-330349,68318424208,M04009736,Elpedison Home Plus,103.35
BILL-0056-01,2024-03-07,2024-01-01,2024-02-28,CUST-0056,CONTR-780389,ACC-478851,68858269943,M92301588,Ήρων Οικιακό,75.6
BILL-0056-02,2024-05-09,2024-03-01,2024-04-30,CUST-0056,CONTR-780389,ACC-478851,68858269943,M92301588,Ήρων Οικιακό,68.64
BILL-0056-03,2024-07-10,2024-05-01,2024-06-30,CUST-0056,CONTR-780389,ACC-478851,68858269943,M92301588,Ήρων Οικιακό,100.8
BILL-0056-04,2024-09-10,2024-07-01,2024-08-31,CUST-0056,CONTR-780389,ACC-478851,68858269943,M92301588,Ήρων Οικιακό,149.73
BILL-0056-05,2024-11-09,2024-09-01,2024-10-31,CUST-0056,CONTR-780389,ACC-478851,68858269943,M92301588,Ήρων Οικιακό,98.09
BILL-0056-06,2025-01-07,2024-11-01,2024-12-31,CUST-0056,CONTR-780389,ACC-478851,68858269943,M92301588,Ήρων Οικιακό,93.29
BILL-0057-01,2024-03-08,2024-01-01,2024-02-28,CUST-0057,CONTR-139113,ACC-207757,68733560193,M28040077,Zenith Οικιακό,77.58
BILL-0057-02,2024-05-05,2024-03-01,2024-04-30,CUST-0057,CONTR-139113,ACC-207757,68733560193,M28040077,Zenith Οικιακό,85.88
BILL-0057-03,2024-07-07,2024-05-01,2024-06-30,CUST-0057,CONTR-139113,ACC-207757,68733560193,M28040077,Zenith Οικιακό,96.33
BILL-0057-04,2024-09-05,2024-07-01,2024-08-31,CUST-0057,CONTR-139113,ACC-207757,68733560193,M28040077,Zenith Οικιακό,106.74
BILL-0057-05,2024-11-06,2024-09-01,2024-10-31,CUST-0057,CONTR-139113,ACC-207757,68733560193,M28040077,Zenith Οικιακό,85.68
BILL-0057-06,2025-01-06,2024-11-01,2024-12-31,CUST-0057,CONTR-139113,ACC-207757,68733560193,M28040077,Zenith Οικιακό,96.33
BILL-0058-01,2024-03-11,2024-01-01,2024-02-28,CUST-0058,CONTR-959993,ACC-933572,68902246344,M18094649,Protergia Home Plus,123.15
BILL-0058-02,2024-05-05,2024-03-01,2024-04-30,CUST-0058,CONTR-959993,ACC-933572,68902246344,M18094649,Protergia Home Plus,140.22
BILL-0058-03,2024-07-08,2024-05-01,2024-06-30,CUST-0058,CONTR-959993,ACC-933572,68902246344,M18094649,Protergia Home Plus,197.12
BILL-0058-04,2024-09-07,2024-07-01,2024-08-31,CUST-0058,CONTR-959993,ACC-933572,68902246344,M18094649,Protergia Home Plus,227.6
BILL-0058-05,2024-11-06,2024-09-01,2024-10-31,CUST-0058,CONTR-959993,ACC-933572,68902246344,M18094649,Protergia Home Plus,177.84
BILL-0058-06,2025-01-11,2024-11-01,2024-12-31,CUST-0058,CONTR-959993,ACC-933572,68902246344,M18094649,Protergia Home Plus,139.04
BILL-0059-01,2024-03-06,2024-01-01,2024-02-28,CUST-0059,CONTR-756149,ACC-273627,68968709094,M48689728,Ήρων Οικιακό Plus,173
BILL-0059-02,2024-05-08,2024-03-01,2024-04-30,CUST-0059,CONTR-756149,ACC-273627,68968709094,M48689728,Ήρων Οικιακό Plus,121.35
BILL-0059-03,2024-07-11,2024-05-01,2024-06-30,CUST-0059,CONTR-756149,ACC-273627,68968709094,M48689728,Ήρων Οικιακό Plus,147.3
BILL-0059-04,2024-09-08,2024-07-01,2024-08-31,CUST-0059,CONTR-756149,ACC-273627,68968709094,M48689728,Ήρων Οικιακό Plus,186.15
BILL-0059-05,2024-11-11,2024-09-01,2024-10-31,CUST-0059,CONTR-756149,ACC-273627,68968709094,M48689728,Ήρων Οικιακό Plus,145.95
BILL-0059-06,2025-01-11,2024-11-01,2024-12-31,CUST-0059,CONTR-756149,ACC-273627,68968709094,M48689728,Ήρων Οικιακό Plus,139.2
BILL-0060-01,2024-03-10,2024-01-01,2024-02-28,CUST-0060,CONTR-202925,ACC-851144,68021108048,M87586353,Watt+Volt Home,128.25
BILL-0060-02,2024-05-11,2024-03-01,2024-04-30,CUST-0060,CONTR-202925,ACC-851144,68021108048,M87586353,Watt+Volt Home,128.86
